As Of Date,Property Id,Property Code,Property Name,Floor Code,Floor Description,Unit Id,Code,Unit Type Code,Unit Type Description,Current Tenant Id,Current Tenant Code,Current Tenant Name,Current Amendment Id,Current Amendment Type,Current Amendment Lease From,Current Amendment Lease To,Current Amendment Move In,Current Amendment Move Out,Current Occupancy Expiry,Next Termination Option Lessee,Area - Default,Occupied Area,Area - Lease Area,Area - BOMA,Area - Parking Stall,Area - Storage Area,Area - Signage,Area - Basement Area,Area - Yard Area,Monthly Rent,Monthly Rent per Area - Default,Monthly Rent per Area - Lease Area,Monthly Rent per Area - BOMA
2026-08-07,160,2101op,1077 Great Northern Way,4,,1378,400,OFF,Office,8582,t0000566,Electronic Arts (Canada Inc.),13361,Original Lease,2022-11-01 0:00,2027-10-31 0:00,2022-11-01 0:00,,2027-10-31 0:00,,16756,16756,16756,16756,0,0,0,0,0,58646,3.5,3.5,3.5
2026-08-07,160,2101op,1077 Great Northern Way,Ground,,1379,GROUND,OFF,Office,8582,t0000566,Electronic Arts (Canada Inc.),13361,Original Lease,2022-11-01 0:00,2027-10-31 0:00,2022-11-01 0:00,,2027-10-31 0:00,,13142,13142,13142,13142,0,0,0,0,0,45997,3.5,3.5,3.5
2026-08-07,160,2101op,1077 Great Northern Way,Basement,,1380,BSMT,,,8582,t0000566,Electronic Arts (Canada Inc.),13361,Original Lease,2022-11-01 0:00,2027-10-31 0:00,2022-11-01 0:00,,2027-10-31 0:00,,0,0,0,0,0,0,0,11339,0,0,0,,
2026-08-07,285,2102op,1155 East 6th,1,,3020,1,OFF,Office,,,,,,,,,,,,20857,0,20857,0,0,0,0,0,0,0,0,0,
2026-08-07,285,2102op,1155 East 6th,1,,3021,2,OFF,Office,,,,,,,,,,,,0,0,0,0,0,0,0,0,58887,0,0,,
2026-08-07,17,1104,21 Water,1,,5765,1_CARRAL,Rest,Restaurant,6202,t0000562,1169833 B.C. Ltd.,8001,Original Lease,2022-04-01 0:00,2027-03-31 0:00,2022-01-01 0:00,,2027-03-31 0:00,,4903,4903,4903,4903,0,0,0,0,0,26557.92,5.416667347,5.42,5.42
2026-08-07,17,1104,21 Water,,,6891,STO.7,,,,,,,,,,,,,,0,0,0,0,0,75,0,0,0,0,0,,
2026-08-07,425,2205,2166 West 4th Ave,,,11614,2168,OFF,Office,,,,,,,,,,,,1301,0,1301,1301,0,0,0,0,0,0,0,0,0
2026-08-07,611,2303,2262 West 4th,,,16982,MEZZ,,,37736,t0000731,Reformation Brand Canada Inc. ,76473,Original Lease,2025-04-15 0:00,2035-04-14 0:00,2025-01-15 0:00,,2035-04-14 0:00,,925,925,925,925,0,0,0,0,0,0,0,0,0
2026-08-07,1095,2304,"2-12 Powell, 200 Carrall",,,24381,200,,,,,,,,,,,,,,1609.3,0,1609.3,1609.3,0,0,0,0,0,0,0,0,0
2026-08-07,1095,2304,"2-12 Powell, 200 Carrall",,,24382,2,,,30137,t0000662,JACQUELINE HALIBURTON,60211,Original Lease,2023-10-01 0:00,,2023-09-11 0:00,,,,747.8,747.8,747.8,747.8,0,0,0,0,0,0,0,0,0
2026-08-07,1095,2304,"2-12 Powell, 200 Carrall",,,24383,4,,,30138,t0000663,SAAQUI ENTERPRISE LTD.,60214,Original Lease,2023-10-01 0:00,,2023-09-11 0:00,,,,566.67,566.67,566.67,566.67,0,0,0,0,0,0,0,0,0
2026-08-07,1095,2304,"2-12 Powell, 200 Carrall",,,24384,6,,,,,,,,,,,,,,3850.6,0,3850.6,3850.6,0,0,0,0,0,0,0,0,0
2026-08-07,1095,2304,"2-12 Powell, 200 Carrall",,,24385,8,,,,,,,,,,,,,,2405.1,0,2405.1,2405.1,0,0,0,0,0,0,0,0,0
2026-08-07,1095,2304,"2-12 Powell, 200 Carrall",,,24386,12,,,29403,t0000660,ROBBA DA MATTI RESTAURANT GASTOWN INC.,93190,Renewal,2026-05-01 0:00,2029-04-30 0:00,2026-05-01 0:00,,2029-04-30 0:00,,842,842,842,842,0,0,0,0,0,7500,8.90736342,8.91,8.91
2026-08-07,1097,2305,814 East Hastings,,,25726,1,,,,,,,,,,,,,,1054,0,1054,1054,0,0,0,0,0,0,0,0,0
2026-08-07,1097,2305,814 East Hastings,,,25727,2,,,,,,,,,,,,,,1054,0,1054,1054,0,0,0,0,0,0,0,0,0
2026-08-07,1097,2305,814 East Hastings,,,25734,BASEMENT,,,,,,,,,,,,,,0,0,0,0,0,0,0,1054,0,0,0,,
2026-08-07,21,1304,1770 West 7th,2,,28818,202,,,35961,t0000722,Seymour Health Inc.,78664,Remeasure,2025-09-01 0:00,2035-08-31 0:00,2025-01-01 0:00,,2035-08-31 0:00,,14550,14550,14550,0,0,0,0,0,0,38800,2.666666667,2.67,
2026-08-07,17,1104,21 Water,2,,29043,200,OFF,Office,33598,t0000698,Icon Creative Studio Inc.,75722,Relocation,2025-05-01 0:00,2030-04-30 0:00,2025-05-01 0:00,,2030-04-30 0:00,,14125,14125,14125,14125,0,0,0,0,0,38843.75,2.75,2.75,2.75
2026-08-07,23,1306,877 East Hastings,1,,32154,869,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,
2026-08-07,23,1306,877 East Hastings,1,,32155,871,,,39173,t0000768,Pacific Bird Enterprises Limited,78698,Original Lease,2025-08-01 0:00,2030-07-31 0:00,2025-08-01 0:00,,2030-07-31 0:00,,1210,1210,1210,1210,0,0,0,0,0,1815,1.5,1.5,1.5
2026-08-07,1598,2501,866 East Cordova,,,32366,866,,,,,,,,,,,,,,2492,0,2492,2492,0,0,0,0,0,0,0,0,0
2026-08-07,32,1503,1 Alexander,2,,33602,201,OFF,Office,41439,t0000788,Mimik Technology Canada Inc.,83237,Original Lease,2026-01-01 0:00,2030-12-31 0:00,2026-01-01 0:00,,2030-12-31 0:00,,2746,2746,2746,0,0,0,0,0,0,5949.67,2.166667881,2.17,
2026-08-07,26,1402,1628 Station,,,35740,A,,,,,,,,,,,,,,,0,,,,,,,,0,0,,
2026-08-07,26,1402,1628 Station,,,35741,B,,,,,,,,,,,,,,,0,,,,,,,,0,0,,
2026-08-07,32,1503,1 Alexander,300,,37007,304,,,,,,,,,,,,,,4926,0,4926,4926,0,0,0,0,0,0,0,0,0
2026-08-07,39,1601,1305 Powell,2,,37098,2NDFLR-W,,,,,,,,,,,,,,3100,0,3100,0,0,0,0,0,0,0,0,0,
2026-08-07,17,1104,21 Water,1,,37099,100,OFF,Office,,,,,,,,,,,,3581,0,3581,0,0,0,0,0,0,0,0,0,
2026-08-07,117,1602off,887 Great Northern Way - Office,1,,37414,102,OFF,Office,,,,,,,,,,,,12625,0,12625,0,0,0,0,0,0,0,0,0,
