As Of Date,Property Id,Property Code,Property Name,Floor Code,Floor Description,Unit Id,Code,Unit Type Code,Unit Type Description,Current Tenant Id,Current Tenant Code,Current Tenant Name,Current Amendment Id,Current Amendment Type,Current Amendment Lease From,Current Amendment Lease To,Current Amendment Move In,Current Amendment Move Out,Current Occupancy Expiry,Next Termination Option Lessee,Area - Default,Occupied Area,Area - Lease Area,Area - BOMA,Area - Parking Stall,Area - Storage Area,Area - Signage,Area - Basement Area,Area - Yard Area,Monthly Rent,Monthly Rent per Area - Default,Monthly Rent per Area - Lease Area,Monthly Rent per Area - BOMA
2026-08-07,32,1503,1 Alexander,300,,158,301,OFF,Office,,,,,,,,,,,,364,0,364,364,0,0,0,0,0,0,0,0,0
2026-08-07,32,1503,1 Alexander,300,,159,302,OFF,Office,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,
2026-08-07,32,1503,1 Alexander,300,,160,303,OFF,Office,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,
2026-08-07,32,1503,1 Alexander,300,,161,3RDMEZZ,OFF,Office,,,,,,,,,,,,1508,0,1508,0,0,0,0,0,0,0,0,0,
2026-08-07,32,1503,1 Alexander,300,,162,313,OFF,Office,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,
2026-08-07,32,1503,1 Alexander,4,,163,400,OFF,Office,,,,,,,,,,,,3077,0,3077,0,0,0,0,0,0,0,0,0,
2026-08-07,41,1101com,1995 Cypress - Commercial,1,,164,1903,,,,,,,,,,,,,,1400,0,1400,0,0,0,0,0,0,0,0,0,
2026-08-07,47,1505com,708 East 26th - Commercial,1,,165,4208,,,713,t0000034,**Prado Cafe Ltd.. DBA Prado Cafe,93207,Renewal,2026-05-24 0:00,2036-05-31 0:00,2026-05-24 0:00,,2036-05-31 0:00,,1464.77,1464.77,1464.77,0,0,0,0,0,0,4882.57,3.333335609,3.33,
2026-08-07,47,1505com,708 East 26th - Commercial,1,,166,4238,,,5688,t0000560,Dr. Sonia Sahi Inc DBA Nest Dental,15937,Renewal,2025-04-01 0:00,2027-03-31 0:00,2025-04-01 0:00,,2032-03-31 0:00,,1249.77,1249.77,1249.77,0,0,0,0,0,0,4163.33,3.331276955,3.33,
2026-08-07,45,1504com,201 West 1st NV - Commercial,1,,167,100,,,,,,,,,,,,,,1903,0,1903,0,0,0,0,0,0,0,0,0,
2026-08-07,45,1504com,201 West 1st NV - Commercial,1,,168,83,,,,,,,,,,,,,,795,0,795,0,0,0,0,0,0,0,0,0,
2026-08-07,21,1304,1770 West 7th,-1,,244,P1C1,,,768,t0000087,**0965959 B.C. Ltd.,95222,Renewal,2026-07-01 0:00,2031-06-30 0:00,2026-07-01 0:00,,2031-06-30 0:00,,0,0,0,0,0,142,0,0,0,0,0,,
2026-08-07,21,1304,1770 West 7th,-1,,245,P1C2,,,,,,,,,,,,,,0,0,0,0,0,263,0,0,0,0,0,,
2026-08-07,21,1304,1770 West 7th,-2,,246,P2S1,,,758,t0000077,"Cheung & Teng CPA, Raymond C Cheung, Wendy Teng",2092,Renewal,2022-01-01 0:00,2026-12-31 0:00,2022-01-01 0:00,,2026-12-31 0:00,,0,0,0,0,0,78,0,0,0,0,0,,
2026-08-07,21,1304,1770 West 7th,-2,,247,P2S2,,,762,t0000081,Provincial Health Services Authority,78660,Remeasure,2024-10-01 0:00,2029-09-30 0:00,2024-10-01 0:00,,2029-09-30 0:00,2019-10-01 0:00,0,0,0,210,0,192,0,0,0,0,0,,0
2026-08-07,21,1304,1770 West 7th,-2,,248,P2C3,,,,,,,,,,,,,,0,0,0,0,0,176,0,0,0,0,0,,
2026-08-07,21,1304,1770 West 7th,-2,,249,P2C4,,,,,,,,,,,,,,0,0,0,0,0,159,0,0,0,0,0,,
2026-08-07,21,1304,1770 West 7th,-3,,251,P3S4,,,762,t0000081,Provincial Health Services Authority,78660,Remeasure,2024-10-01 0:00,2029-09-30 0:00,2024-10-01 0:00,,2029-09-30 0:00,2019-10-01 0:00,0,0,0,0,0,275,0,0,0,0,0,,
2026-08-07,21,1304,1770 West 7th,-3,,252,P3S5,,,,,,,,,,,,,,0,0,0,0,0,369,0,0,0,0,0,,
2026-08-07,21,1304,1770 West 7th,-3,,253,P3C5,,,,,,,,,,,,,,0,0,0,0,0,185,0,0,0,0,0,,
2026-08-07,21,1304,1770 West 7th,-3,,254,P3C6,,,,,,,,,,,,,,0,0,0,0,0,225,0,0,0,0,0,,
2026-08-07,28,1404,3157 Grandview,1,,255,GROUND,,,773,t0000092,On Side Restoration Services Ltd.,39526,Renewal,2026-04-01 0:00,2031-03-31 0:00,2026-04-01 0:00,,2031-03-31 0:00,,1531,1531,1531,0,0,0,0,0,0,2806.83,1.833331156,1.83,
2026-08-07,28,1404,3157 Grandview,1,,256,GRDOFF,,,773,t0000092,On Side Restoration Services Ltd.,39526,Renewal,2026-04-01 0:00,2031-03-31 0:00,2026-04-01 0:00,,2031-03-31 0:00,,4285,4285,4285,0,0,0,0,0,0,7855.83,1.833332555,1.83,
2026-08-07,28,1404,3157 Grandview,1,,257,GRDWH,,,773,t0000092,On Side Restoration Services Ltd.,39526,Renewal,2026-04-01 0:00,2031-03-31 0:00,2026-04-01 0:00,,2031-03-31 0:00,,30709,30709,30709,0,0,0,0,0,0,56299.83,1.833333225,1.83,
2026-08-07,28,1404,3157 Grandview,2,,258,2NDFLR,,,773,t0000092,On Side Restoration Services Ltd.,39526,Renewal,2026-04-01 0:00,2031-03-31 0:00,2026-04-01 0:00,,2031-03-31 0:00,,9800,9800,9800,0,0,0,0,0,0,17966.67,1.833333673,1.83,
2026-08-07,43,1303com,166 East 11th - Commercial,1,,259,152,,,1692,t0000196,Michelle Hodgson dba Blossom & Vine Floral Company,78687,Expansion,2025-12-01 0:00,2030-06-30 0:00,2025-12-01 0:00,,2030-06-30 0:00,,554,554,554,554,0,0,0,0,0,2077.5,3.75,3.75,3.75
2026-08-07,43,1303com,166 East 11th - Commercial,-1,,261,152BSMT,,,1692,t0000196,Michelle Hodgson dba Blossom & Vine Floral Company,78687,Expansion,2025-12-01 0:00,2030-06-30 0:00,2025-12-01 0:00,,2030-06-30 0:00,,0,0,0,0,0,0,0,399,0,815.29,0,,
2026-08-07,43,1303com,166 East 11th - Commercial,1,,262,164,,,1651,t0000189,**Stone Fox Hair Inc.,1838,Expansion,2021-07-15 0:00,2028-07-31 0:00,2021-07-15 0:00,,2028-07-31 0:00,,634,634,634,634,0,0,0,0,0,2258.63,3.562507886,3.56,3.56
2026-08-07,43,1303com,166 East 11th - Commercial,1,,263,2705,,,39099,t0000747,Tapestry Music Ltd.,78659,Original Lease,2025-06-01 0:00,2030-05-31 0:00,2025-06-01 0:00,,2030-05-31 0:00,,2639,2639,2639,2639,0,0,0,0,0,9456.42,3.583334596,3.58,3.58
2026-08-07,43,1303com,166 East 11th - Commercial,-1,,264,2703BSMT,,,2803,t0000507,Parliament Design Inc.,787,Original Lease,2021-07-01 0:00,2031-06-30 0:00,2021-07-01 0:00,,2031-06-30 0:00,,0,0,0,0,0,0,0,2629,0,2629,0,,
2026-08-07,21,1304,1770 West 7th,1,,265,1774AUX,,,768,t0000087,**0965959 B.C. Ltd.,95222,Renewal,2026-07-01 0:00,2031-06-30 0:00,2026-07-01 0:00,,2031-06-30 0:00,,588,588,588,0,0,0,0,0,0,1176,2,2,
2026-08-07,32,1503,1 Alexander,-1,,266,STO1,,,734,t0000053,**Sojo2 Holdings Inc.,93181,Renewal,2026-03-01 0:00,,2026-03-01 0:00,,,,0,0,0,0,0,129,0,0,0,0,0,,
2026-08-07,43,1303com,166 East 11th - Commercial,1,,267,158,,,1651,t0000189,**Stone Fox Hair Inc.,243,Original Lease,2017-05-01 0:00,2028-07-31 0:00,2017-05-02 0:00,,2028-07-31 0:00,,650,650,650,650,0,0,0,0,0,2315.63,3.562507692,3.56,3.56
2026-08-07,14,1211,112 West Hastings,1,,268,MEZZ,,,,,,,,,,,,,,803,0,803,0,0,0,0,0,0,0,0,0,
2026-08-07,68,1701com,727 East 17th - Commercial,1,,301,3290CORR,,,1753,t0000215,**1080262 B.C. Ltd. Bells & Whistles,286,Original Lease,2017-07-08 0:00,2027-09-30 0:00,2017-07-08 0:00,,2027-09-30 0:00,,284,284,284,0,0,0,0,0,0,455.58,1.60415493,1.6,
2026-08-07,72,1702,1428 Charles,1,,303,MAIN,,,,,,,,,,,,,,20000,0,20000,0,0,0,0,0,0,0,0,0,
2026-08-07,72,1702,1428 Charles,-1,,304,BSMT,,,,,,,,,,,,,,20000,0,20000,0,0,0,0,0,0,0,0,0,
2026-08-07,79,1603off,565 Great Northern Way - Office,3,,305,300,OFF,Office,1930,t0000279,Finning International Inc.,586,Remeasure,2019-01-01 0:00,2030-08-31 0:00,2018-09-01 0:00,,2030-08-31 0:00,,29816,29816,29816,29816,0,0,0,0,0,84478.67,2.833333445,2.83,2.83
2026-08-07,79,1603off,565 Great Northern Way - Office,4,,306,400,OFF,Office,,,,,,,,,,,,27957,0,27957,27957,0,0,0,0,0,0,0,0,0
2026-08-07,36,1507,1712 Powell,,,307,LOT,,,1932,t0000280,Pattison Outdoor Advertising LP,62212,Renewal,2023-07-01 0:00,,2023-07-01 0:00,,,,,,,,,,,,,0,0,,
2026-08-07,6,1203,852 East Hastings,1,,308,120,,,33085,t0000688,TradeMango Retail Solutions Inc.,78685,Expansion,2025-08-01 0:00,2030-07-31 0:00,2025-08-01 0:00,,2030-07-31 0:00,,4518,4518,4518,0,0,0,0,0,0,9412.5,2.083333333,2.08,
2026-08-07,6,1203,852 East Hastings,2,,309,220,,,13597,t0000602,Ink Pad Print & Design Ltd.,62517,Expansion,2024-10-01 0:00,2034-09-30 0:00,2024-04-01 0:00,,2034-09-30 0:00,,6277,6277,6277,0,0,0,0,0,0,9415.5,1.5,1.5,
2026-08-07,79,1603off,565 Great Northern Way - Office,1,,310,100,OFF,Office,2942,t0000533,Mark Anthony Group Inc.,996,Original Lease,2021-07-01 0:00,2028-06-30 0:00,2021-07-01 0:00,,2028-06-30 0:00,,18025,18025,18025,18025,0,0,0,0,0,55577.08,3.083333148,3.08,3.08
2026-08-07,79,1603off,565 Great Northern Way - Office,2,,311,200,OFF,Office,2942,t0000533,Mark Anthony Group Inc.,996,Original Lease,2021-07-01 0:00,2028-06-30 0:00,2021-07-01 0:00,,2028-06-30 0:00,,23172,23172,23172,23172,0,0,0,0,0,71447,3.083333333,3.08,3.08
2026-08-07,79,1603off,565 Great Northern Way - Office,5,,312,500,OFF,Office,2066,t0000312,Cinesite Vancouver Inc.,71235,Contraction,2023-10-11 0:00,2029-01-31 0:00,2023-10-11 0:00,,2029-01-31 0:00,,25570,25570,25570,25570,0,0,0,0,0,80971.67,3.166666797,3.17,3.17
2026-08-07,79,1603off,565 Great Northern Way - Office,6,,313,600,OFF,Office,,,,,,,,,,,,21093,0,21093,21093,0,0,0,0,0,0,0,0,0
2026-08-07,79,1603off,565 Great Northern Way - Office,7,,314,700,OFF,Office,2010,t0000302,Samsung Electronics Canada Inc.,590,Remeasure,2019-01-01 0:00,2028-11-30 0:00,2018-12-01 0:00,,2028-11-30 0:00,,21121,21121,21121,21121,0,0,0,0,0,66883.17,3.166666824,3.17,3.17
2026-08-07,79,1603off,565 Great Northern Way - Office,-1,,315,STO1,,,1930,t0000279,Finning International Inc.,586,Remeasure,2019-01-01 0:00,2030-08-31 0:00,2018-09-01 0:00,,2030-08-31 0:00,,0,0,0,0,0,2060,0,0,0,0,0,,
2026-08-07,79,1603off,565 Great Northern Way - Office,-2,,316,STO3,,,2010,t0000302,Samsung Electronics Canada Inc.,590,Remeasure,2019-01-01 0:00,2028-11-30 0:00,2018-12-01 0:00,,2028-11-30 0:00,,0,0,0,0,0,248,0,0,0,0,0,,
2026-08-07,78,1603ret,565 Great Northern Way - Retail,1,,317,RET,,,2078,t0000314,Nemesis Coffee GNW Inc.,582,Remeasure,2020-01-18 0:00,2030-01-17 0:00,2019-02-01 0:00,,2030-01-17 0:00,,2293,2293,2293,2293,0,0,0,0,0,11944.8,5.20924553,5.21,5.21
2026-08-07,43,1303com,166 East 11th - Commercial,-1,,318,STO1,,,1692,t0000196,Michelle Hodgson dba Blossom & Vine Floral Company,78686,Renewal,2025-07-01 0:00,2030-06-30 0:00,2025-07-01 0:00,,2030-06-30 0:00,,0,0,0,0,0,187,0,0,0,0,0,,
2026-08-07,2,1102,333 East Broadway,1,,319,STO1,,,,,,,,,,,,,,0,0,0,0,0,86,0,0,0,0,0,,
2026-08-07,105,1801com,2180 West 4th Ave - Commercial,1,,321,2190,,,20920,t0000636,2265978 ALBERTA LTD.,93937,Renewal,2026-06-01 0:00,2031-05-31 0:00,2026-06-01 0:00,,2031-05-31 0:00,,798,798,798,0,0,0,0,0,0,8379,10.5,10.5,
2026-08-07,105,1801com,2180 West 4th Ave - Commercial,1,,322,2194,,,33578,t0000693,Lisa Gozlan Jewelry INC.,67383,Original Lease,2024-12-01 0:00,2027-11-30 0:00,2024-12-01 0:00,,2027-11-30 0:00,,788,788,788,0,0,0,0,0,0,8668,11,11,
2026-08-07,105,1801com,2180 West 4th Ave - Commercial,1,,323,2196,,,2238,t0000359,R.C. Purdy Chocolates Ltd.,74443,Renewal,2025-06-01 0:00,2030-05-31 0:00,2025-06-01 0:00,,2030-05-31 0:00,,973,973,973,0,0,0,0,0,0,9730,10,10,
2026-08-07,105,1801com,2180 West 4th Ave - Commercial,1,,324,2198,,,2206,t0000344,**49th Parallel Roasters Inc.,14759,Renewal,2022-11-01 0:00,2027-10-31 0:00,2022-11-01 0:00,,2027-10-31 0:00,,1448,1448,1448,0,0,0,0,0,0,15083.33,10.41666436,10.42,
2026-08-07,105,1801com,2180 West 4th Ave - Commercial,1,,325,2198PAT,,,2206,t0000344,**49th Parallel Roasters Inc.,14759,Renewal,2022-11-01 0:00,2027-10-31 0:00,2022-11-01 0:00,,2027-10-31 0:00,,0,0,0,0,0,439,0,0,0,1402.24,0,,
2026-08-07,79,1603off,565 Great Northern Way - Office,-1,,326,STO6,,,,,,,,,,,,,,0,0,0,0,0,619,0,0,0,0,0,,
2026-08-07,79,1603off,565 Great Northern Way - Office,-3,,327,STO4,,,,,,,,,,,,,,0,0,0,0,0,177,0,0,0,0,0,,
2026-08-07,79,1603off,565 Great Northern Way - Office,-3,,328,STO5,,,,,,,,,,,,,,0,0,0,0,0,251,0,0,0,0,0,,
2026-08-07,79,1603off,565 Great Northern Way - Office,-2,,331,STO8,,,,,,,,,,,,,,0,0,0,0,0,118,0,0,0,0,0,,
2026-08-07,79,1603off,565 Great Northern Way - Office,-1,,333,STO10,,,,,,,,,,,,,,0,0,0,0,0,125,0,0,0,0,0,,
2026-08-07,79,1603off,565 Great Northern Way - Office,1,,334,STO11,,,,,,,,,,,,,,0,0,0,0,0,3384,0,0,0,0,0,,
2026-08-07,79,1603off,565 Great Northern Way - Office,1,,335,STO12,,,,,,,,,,,,,,0,0,0,0,0,108,0,0,0,0,0,,
2026-08-07,79,1603off,565 Great Northern Way - Office,1,,336,STO13,,,,,,,,,,,,,,0,0,0,0,0,60,0,0,0,0,0,,
2026-08-07,64,1604op,901 Great Northern Way - Operating,1,,337,901,,,,,,,,,,,,,,50000,0,50000,0,0,0,0,0,0,0,0,0,
2026-08-07,64,1604op,901 Great Northern Way - Operating,1,,338,902,,,,,,,,,,,,,,10124,0,10124,0,0,0,0,0,0,0,0,0,
2026-08-07,117,1602off,887 Great Northern Way - Office,1,,351,101,OFF,Office,,,,,,,,,,,,6075,0,6075,0,0,0,0,0,0,0,0,0,
2026-08-07,117,1602off,887 Great Northern Way - Office,1,,352,155,OFF,Office,2225,t0000350,Genevant Sciences Corporation,485,Original Lease,2019-04-01 0:00,2029-03-31 0:00,2019-04-01 0:00,,2029-03-31 0:00,,12942,12942,12942,0,0,0,0,0,0,42061.5,3.25,3.25,
2026-08-07,117,1602off,887 Great Northern Way - Office,1,,353,125,OFF,Office,2224,t0000349,**Anandia Laboratories Inc.,500,Remeasure,2019-01-01 0:00,2029-10-31 0:00,2018-11-01 0:00,,2029-10-31 0:00,,12812,12812,12812,0,0,0,0,0,0,42706.67,3.333333594,3.33,
2026-08-07,117,1602off,887 Great Northern Way - Office,2,,354,200,OFF,Office,2224,t0000349,**Anandia Laboratories Inc.,547,Expansion,2019-11-01 0:00,2029-10-31 0:00,2019-11-01 0:00,,2029-10-31 0:00,,13362,13362,13362,0,0,0,0,0,0,41756.25,3.125,3.13,
2026-08-07,117,1602off,887 Great Northern Way - Office,2,,355,210,OFF,Office,2200,t0000343,"Chinook Therapeutics Canada, Inc.",13364,Remeasure,2022-01-01 0:00,2027-08-31 0:00,2017-09-01 0:00,,2027-08-31 0:00,,12492,12492,12492,0,0,0,0,0,0,39037.5,3.125,3.13,
2026-08-07,117,1602off,887 Great Northern Way - Office,2,,356,220,OFF,Office,2226,t0000351,**Augurex Life Sciences Corp,13357,Renewal,2022-09-01 0:00,2029-10-31 0:00,2022-09-01 0:00,,2029-10-31 0:00,,4971,4971,4971,0,0,0,0,0,0,19884,4,4,
2026-08-07,117,1602off,887 Great Northern Way - Office,2,,357,250,OFF,Office,2229,t0000354,Celator Pharmaceuticals Corp.,64249,Renewal,2024-09-01 0:00,2029-08-31 0:00,2024-09-01 0:00,,2029-08-31 0:00,2029-08-31 0:00,4008,4008,4008,0,0,0,0,0,0,15030,3.75,3.75,
2026-08-07,117,1602off,887 Great Northern Way - Office,2,,358,260A,OFF,Office,2229,t0000354,Celator Pharmaceuticals Corp.,64249,Renewal,2024-09-01 0:00,2029-08-31 0:00,2024-09-01 0:00,,2029-08-31 0:00,2029-08-31 0:00,3796,3796,3796,0,0,0,0,0,0,14235,3.75,3.75,
2026-08-07,117,1602off,887 Great Northern Way - Office,2,,359,260B,OFF,Office,2229,t0000354,Celator Pharmaceuticals Corp.,64247,Renewal,2024-09-01 0:00,2029-08-31 0:00,2024-09-01 0:00,,2029-08-31 0:00,2029-08-31 0:00,3545,3545,3545,0,0,0,0,0,0,13293.75,3.75,3.75,
2026-08-07,117,1602off,887 Great Northern Way - Office,3,,360,301,OFF,Office,2234,t0000357,O2E Brands Inc.,76498,Renewal,2025-12-01 0:00,2030-11-30 0:00,2025-12-01 0:00,,2030-11-30 0:00,,16763,16763,16763,0,0,0,0,0,0,41907.5,2.5,2.5,
2026-08-07,117,1602off,887 Great Northern Way - Office,3,,361,320,OFF,Office,2234,t0000357,O2E Brands Inc.,76500,Renewal,2025-12-01 0:00,2030-11-30 0:00,2025-12-01 0:00,,2030-11-30 0:00,,10043,10043,10043,0,0,0,0,0,0,25107.5,2.5,2.5,
2026-08-07,117,1602off,887 Great Northern Way - Office,3,,362,350,OFF,Office,2234,t0000357,O2E Brands Inc.,76499,Renewal,2025-12-01 0:00,2030-11-30 0:00,2025-12-01 0:00,,2030-11-30 0:00,,10079,10079,10079,0,0,0,0,0,0,25197.5,2.5,2.5,
2026-08-07,117,1602off,887 Great Northern Way - Office,3,,363,380,OFF,Office,2847,t0000517,Notch Therapeutics ,2097,Remeasure,2021-10-01 0:00,2028-09-30 0:00,2021-10-01 0:00,,2028-09-30 0:00,,7679,7679,7679,0,0,0,0,0,0,27036.48,3.520833442,3.52,
2026-08-07,117,1602off,887 Great Northern Way - Office,4,,364,400,OFF,Office,,,,,,,,,,,,989,0,989,0,0,0,0,0,0,0,0,0,
2026-08-07,117,1602off,887 Great Northern Way - Office,4,,365,420,OFF,Office,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,
2026-08-07,117,1602off,887 Great Northern Way - Office,4,,366,430,OFF,Office,8594,t0000568,Firelight Research Inc.,13368,Original Lease,2022-03-01 0:00,2027-02-28 0:00,2022-03-01 0:00,,2027-02-28 0:00,,2657,2657,2657,0,0,0,0,0,0,8856.67,3.333334588,3.33,
2026-08-07,117,1602off,887 Great Northern Way - Office,4,,367,450,OFF,Office,2200,t0000343,"Chinook Therapeutics Canada, Inc.",732,Expansion,2020-09-01 0:00,2027-08-31 0:00,2017-09-01 0:00,,2027-08-31 0:00,,10946,10946,10946,0,0,0,0,0,0,31925.83,2.916666362,2.92,
2026-08-07,117,1602off,887 Great Northern Way - Office,5,,368,500,OFF,Office,2847,t0000517,Notch Therapeutics ,2097,Remeasure,2021-10-01 0:00,2028-09-30 0:00,2021-10-01 0:00,,2028-09-30 0:00,,16612,16612,16612,0,0,0,0,0,0,51566.42,3.104166867,3.1,
2026-08-07,117,1602off,887 Great Northern Way - Office,1,,369,STORG1,,,,,,,,,,,,,,0,0,0,0,0,1743,0,0,0,0,0,,
2026-08-07,117,1602off,887 Great Northern Way - Office,1,,370,G01_A_B,,,22357,t0000654,SLR CONSULTING (CANADA) LTD.,92228,Renewal,2026-01-01 0:00,,2026-01-01 0:00,,,,0,0,0,0,0,557,0,0,0,0,0,,
2026-08-07,117,1602off,887 Great Northern Way - Office,1,,371,G_03,,,,,,,,,,,,,,0,0,0,0,0,374,0,0,0,0,0,,
2026-08-07,117,1602off,887 Great Northern Way - Office,-1,,372,STORP1,,,2225,t0000350,Genevant Sciences Corporation,576,Expansion,2019-07-01 0:00,2029-03-31 0:00,2019-07-01 0:00,,2029-03-31 0:00,,0,0,0,0,0,1032,0,0,0,0,0,,
2026-08-07,117,1602off,887 Great Northern Way - Office,2,,373,290,OFF,Office,2229,t0000354,Celator Pharmaceuticals Corp.,64248,Renewal,2024-09-01 0:00,2029-08-31 0:00,2024-09-01 0:00,,2029-08-31 0:00,2029-08-31 0:00,3316,3316,3316,0,0,0,0,0,0,12435,3.75,3.75,
2026-08-07,104,1802,868 East Cordova,1,,374,868,,,2424,t0000412,MVM Services Ltd.,65406,Renewal,2024-10-01 0:00,2029-09-30 0:00,2024-10-01 0:00,,2029-09-30 0:00,,2278,2278,2278,2278,0,0,0,0,0,4271.25,1.875,1.88,1.88
2026-08-07,139,1901,7 West 7th,1,,375,GROUND,,,2447,t0000421,1195753 BC Ltd DBA Farm & Florist,575,Original Lease,2019-07-01 0:00,2029-05-31 0:00,2019-07-01 0:00,,2029-05-31 0:00,,4000,4000,4000,4310.98,0,0,0,0,0,7333.33,1.8333325,1.83,1.7
2026-08-07,139,1901,7 West 7th,2,,376,2ND,,,,,,,,,,,,,,4000,0,4000,5164.66,0,0,0,0,0,0,0,0,0
2026-08-07,139,1901,7 West 7th,3,,377,301,,,19448,t0000621,Tradablebits Media Inc.,36497,Original Lease,2023-04-01 0:00,2028-03-31 0:00,2023-04-01 0:00,,2028-03-31 0:00,,4640,4640,4640,4640,0,0,0,0,0,14693.33,3.166665948,3.17,3.17
2026-08-07,117,1602off,887 Great Northern Way - Office,1,,378,STORG4,,,2225,t0000350,Genevant Sciences Corporation,576,Expansion,2019-07-01 0:00,2029-03-31 0:00,2019-07-01 0:00,,2029-03-31 0:00,,0,0,0,0,0,69,0,0,0,0,0,,
2026-08-07,117,1602off,887 Great Northern Way - Office,-1,,379,STORP2,,,,,,,,,,,,,,0,0,0,0,0,258,0,0,0,0,0,,
2026-08-07,154,1704off,155 Water - Office,2,,393,200,OFF,Office,2769,t0000493,Microsoft Canada Development Centre Co.,1850,Remeasure,2021-06-14 0:00,2031-06-13 0:00,2021-06-14 0:00,,2031-06-13 0:00,2031-06-13 0:00,12508,12508,12508,12508,0,0,0,0,0,57328.33,4.583333067,4.58,4.58
2026-08-07,154,1704off,155 Water - Office,3,,394,300,OFF,Office,2769,t0000493,Microsoft Canada Development Centre Co.,1850,Remeasure,2021-06-14 0:00,2031-06-13 0:00,2021-06-14 0:00,,2031-06-13 0:00,2031-06-13 0:00,11627,11627,11627,11627,0,0,0,0,0,53290.42,4.58333362,4.58,4.58
2026-08-07,154,1704off,155 Water - Office,4,,395,400,OFF,Office,2769,t0000493,Microsoft Canada Development Centre Co.,1850,Remeasure,2021-06-14 0:00,2031-06-13 0:00,2021-06-14 0:00,,2031-06-13 0:00,2031-06-13 0:00,11627,11627,11627,11627,0,0,0,0,0,53290.42,4.58333362,4.58,4.58
2026-08-07,154,1704off,155 Water - Office,5,,396,500,OFF,Office,2769,t0000493,Microsoft Canada Development Centre Co.,1850,Remeasure,2021-06-14 0:00,2031-06-13 0:00,2021-06-14 0:00,,2031-06-13 0:00,2031-06-13 0:00,11677,11677,11677,11677,0,0,0,0,0,53519.58,4.583333048,4.58,4.58
2026-08-07,154,1704off,155 Water - Office,6,,397,600,OFF,Office,2769,t0000493,Microsoft Canada Development Centre Co.,1850,Remeasure,2021-06-14 0:00,2031-06-13 0:00,2021-06-14 0:00,,2031-06-13 0:00,2031-06-13 0:00,11677,11677,11677,11677,0,0,0,0,0,53519.58,4.583333048,4.58,4.58
2026-08-07,154,1704off,155 Water - Office,7,,398,700,OFF,Office,2769,t0000493,Microsoft Canada Development Centre Co.,1850,Remeasure,2021-06-14 0:00,2031-06-13 0:00,2021-06-14 0:00,,2031-06-13 0:00,2031-06-13 0:00,9948,9948,9948,9948,0,0,0,0,0,45595,4.583333333,4.58,4.58
2026-08-07,117,1602off,887 Great Northern Way - Office,-1,,400,P1.2_A_B,,,,,,,,,,,,,,0,0,0,0,0,609,0,0,0,0,0,,
2026-08-07,36,1507,1712 Powell,1,,401,1740,,,2808,t0000510,"Tesla Motors Canada, Inc.",93192,Renewal,2026-04-01 0:00,2026-09-30 0:00,2026-04-01 0:00,,2026-09-30 0:00,,4850,4850,4850,4850,0,0,0,0,0,10104.17,2.083334021,2.08,2.08
2026-08-07,78,1603ret,565 Great Northern Way - Retail,,,404,ST02,,,2078,t0000314,Nemesis Coffee GNW Inc.,882,Expansion,2021-03-08 0:00,2030-01-17 0:00,2021-03-08 0:00,,2030-01-17 0:00,,0,0,0,0,0,179,0,0,0,0,0,,
2026-08-07,78,1603ret,565 Great Northern Way - Retail,,,405,ST09,,,2078,t0000314,Nemesis Coffee GNW Inc.,882,Expansion,2021-03-08 0:00,2030-01-17 0:00,2021-03-08 0:00,,2030-01-17 0:00,,0,0,0,0,0,74,0,0,0,0,0,,
2026-08-07,160,2101op,1077 Great Northern Way,2,,408,200,OFF,Office,8582,t0000566,Electronic Arts (Canada Inc.),13361,Original Lease,2022-11-01 0:00,2027-10-31 0:00,2022-11-01 0:00,,2027-10-31 0:00,,26477,26477,26477,26477,0,0,0,0,0,92669.5,3.5,3.5,3.5
2026-08-07,160,2101op,1077 Great Northern Way,3,,409,300,OFF,Office,8582,t0000566,Electronic Arts (Canada Inc.),13361,Original Lease,2022-11-01 0:00,2027-10-31 0:00,2022-11-01 0:00,,2027-10-31 0:00,,26515,26515,26515,26515,0,0,0,0,0,92802.5,3.5,3.5,3.5
2026-08-07,110,1803,700 Kingsway,1,,961,GRD_FLR,,,,,,,,,,,,,,4500,0,4500,0,0,0,0,0,0,0,0,0,
2026-08-07,110,1803,700 Kingsway,,,962,2ND_FLR,,,,,,,,,,,,,,5500,0,5500,0,0,0,0,0,0,0,0,0,
2026-08-07,78,1603ret,565 Great Northern Way - Retail,,,1049,ST02_P3,,,2078,t0000314,Nemesis Coffee GNW Inc.,2090,Expansion,2021-07-15 0:00,2030-01-17 0:00,2021-07-15 0:00,,2030-01-17 0:00,,,,,,,,,,,0,0,,
2026-08-07,160,2101op,1077 Great Northern Way,1,,1377,100,OFF,Office,8582,t0000566,Electronic Arts (Canada Inc.),13361,Original Lease,2022-11-01 0:00,2027-10-31 0:00,2022-11-01 0:00,,2027-10-31 0:00,,25617,25617,25617,25617,0,0,0,0,0,89659.5,3.5,3.5,3.5
